zmienna_1,zmienna_2,target
0.8473987683386223,0.7286283439905874,5.101171039978746
0.2385221366339909,0.19785882205414662,4.2754498176468365
0.8083969665053704,0.6493735607477065,4.811318791456568
0.1560063567104366,0.28515143561643885,4.967494553583689
0.2667290275361369,0.7362488561787324,6.896656725765819
0.6173430982859125,0.8723928704472104,6.519070027053797
0.8742229621805035,0.6167685716529835,4.466150985454173
0.4168017361580665,0.8524952412215328,7.010735975808011
0.18590848986025088,0.07614314995821914,3.8094641467987103
0.25803317856276853,0.5591494666445903,6.020590973945796
0.23915325378269192,0.06683089645185813,3.6196978071170522
0.08623693624967321,0.8952342064137616,8.20456761552424
0.21472989659848685,0.6204045413583713,6.450125072858773
0.20939709561168507,0.934231393818376,8.05551177370362
0.011426398997071985,0.4296566327161099,6.115842221776072
0.3287590915902542,0.8052310809788004,7.01865807398681
0.07012627191395227,0.6648822462332604,7.120519734579614
0.7717793527922084,0.9916839348234052,6.648342949760613
0.55897031228843,0.9595472300737748,7.127007742663808
0.26095915730107855,0.5166813356511728,5.797610563597992
0.08023886124823065,0.7613195503691191,7.570625719712752
0.16771549910296246,0.44237275755911953,5.711501569755411
0.13521762678650584,0.49921073287375717,6.093146126207389
0.01831287258734915,0.5945854432557142,6.90522868687238
0.8230959041935042,0.4998804304561024,4.025192952318756
0.11188020874036997,0.45685350511076495,5.951220277788319
0.09262845245844809,0.8826147216028991,8.134648410937539
0.026909259664505525,0.07391628690640617,4.290248089498546
0.12236102136377547,0.7805063254212203,7.543519864168521
0.08271443449788252,0.12458765149266493,4.370312827706974
0.9978029154399702,0.39223677707293136,2.959569942089139
0.7900872898912753,0.8577996577316969,5.92277703501359
0.09860471711507057,0.34396574017617954,5.433204099528747
0.9680038695006926,0.13027067871874332,1.7566632208294681
0.1290293084470422,0.5091617631060807,6.17180007525417
0.8284917337963575,0.1684644153050474,2.3697335278150193
0.45565036138159853,0.7057045010717139,6.155453636599432
0.988360542013866,0.6412823129524927,4.241068277514606
0.5732707201774431,0.3231785104758824,3.8935176160625002
0.8737444497075808,0.15716726191674402,2.161203485272405
0.16833306097679757,0.8033758001659949,7.510970765265738
0.7574860419735161,0.7205136084073568,5.324515049876031
0.5061118109719155,0.2920955811592828,3.942087314255307
0.16874851439384542,0.9183992470021503,8.090175668508357
0.29438914814751405,3.40311559047235e-05,3.117071854371955
0.07476583068527498,0.2721194567885642,5.146022229640999
0.4432449886494674,0.9189696292284963,7.258367593969906
0.49107900982054287,0.7089827289516291,6.056151478682949
0.3213295174538763,0.3774343374410185,4.91858723603261
0.4803081061441612,0.9455704341545006,7.271238606396597
0.14195975145071205,0.837086487541139,7.751138050761205
0.645771690254132,0.6406038231670841,5.262661806547087
0.07441022995310087,0.4796340879447548,6.164799112100247
0.4728113923633125,0.40596366618953617,4.603544042270297
0.11353401556638354,0.7446445171950911,7.366999012767429
0.36999860969936793,0.8065306047768219,6.941063974718195
0.24504148456032915,0.7127349438355803,6.845922196716658
0.8618058093398283,0.7639453251500569,5.247911472848007
0.6756939557422345,0.2478326839205116,3.2040545253209562
0.23870655733014334,0.9866352948700884,8.220085697184684
0.35515235552799007,0.8489061042020958,7.1782716682564836
0.2446384281048214,0.1405454572365058,3.976316611239943
0.5596528961829682,0.2806095658751918,3.7277290705460846
0.1792391950967135,0.4894306832756604,5.91561053580658
0.4283351898006984,0.508653751441592,5.268171004631218
0.6515564786418135,0.5782632105057591,4.916940310812387
0.0613693605659138,0.6665970621544977,7.160130085262888
0.6405929817989839,0.32627013392697934,3.7285021763744957
0.24736602034423993,0.569940917150571,6.106769416387663
0.8327950587033117,0.5148687594234731,4.087438015571225
0.8156858454093299,0.426660292452263,3.6960907875791817
0.9033215170344742,0.7255676738698126,4.925435139358214
0.25056404799999765,0.08538570603465123,3.6853719983010227
0.41788798376660463,0.22046164289645398,3.8336692219588335
0.28643601958149156,0.02403519995796921,3.2606612562747443
0.07770837416307863,0.8865304062568339,8.205638006962062
0.877176794188019,0.30424686803729084,2.88876053079053
0.12377186880501057,0.19633894467566881,4.612205808519781
0.11510383721898709,0.9045793675021808,8.187465127578971
0.0021382451391405155,0.7736344905614841,7.867404413701834
0.13281542924248035,0.2162383271102003,4.682779722257076
0.2798865211097481,0.1233136456373447,3.771365274695175
0.5240473386176197,0.3271581798633185,4.078894716015124
0.23851200471783607,0.7139729206420435,6.877044573452236
0.9754885693852516,0.440431055574673,3.2909305076247946
0.9862246183792619,0.5354556163164735,3.718862927862088
0.8452203895083513,0.46336988060333384,3.7804998331033617
0.1602226280038085,0.10846444331936378,4.0562180220884025
0.6984680718203011,0.5656309543811329,4.722528994760924
0.9011730715053857,0.5642519513615386,4.106502258769807
0.9747652543875408,0.9487467815961539,5.820300073942353
0.8989843677424796,0.46119633766884605,3.60767774252035
0.24463267232066754,0.894289957883247,7.739707774521588
0.6033686433762627,0.6230540627485549,5.29527444140618
0.2913933766512765,0.18875811885724403,4.075511045116238
0.029793686300618738,0.21871314336873204,5.013509574114615
0.7537900734842761,0.6325241268395717,4.8971668124287735
0.11934072032990584,0.3334322519196452,5.3058213569036825
0.9734797194217374,0.20776633319738036,2.0955776832627646
0.5024011148132042,0.8285336094506607,6.624159766453186
