zmienna_1,target
0.6385071142973845,6.096665440308193
0.36430154750302424,5.616880923966017
0.862133299890923,5.8765843501180335
0.24010993683314086,4.311630750138869
0.41535125368529613,6.791801984958482
0.7281520526695185,5.5552958524626375
0.4784964529799993,5.266959649243493
0.2571889065486642,5.621829108378402
0.7908130290085897,6.934556388172242
0.016351457313610207,1.7734381307347813
0.01626928272918382,4.927983503264803
0.20684755304784797,4.291322722171224
0.701585193066582,7.772273743920886
0.16660253658558144,4.362658281526234
0.5023734812096196,5.026131764481532
0.4810253267600343,6.934794007950151
0.34879756183221544,5.393650979636586
0.7302428083728958,6.91338993752643
0.3325027810238962,3.994546529257585
0.9896935050775447,7.125846480912596
0.5573726478373667,4.426863525108082
0.28813239296472226,4.058690133278096
0.4098290113751255,6.522577961100589
0.8211112710187337,6.679215874072672
0.059036660133428565,5.959819300153969
0.5036825350969024,3.5839941627389345
0.7267615649729304,8.111814346154501
0.7788924032952462,6.228238610428735
0.7522104973615443,6.267099323302167
0.49632441104366387,5.501887634783982
0.5123688327899978,4.545947559355696
0.9711231713261923,6.600225114941415
0.9712571573248528,6.331830467139762
0.6973673482317136,6.420215967090723
0.7927007359038566,7.946914633281385
0.6897756493180158,5.955524394111636
0.7374306038954949,5.625562279891407
0.039124054638184136,4.142878564614033
0.4911749309753989,4.8613063407892305
0.3559728107261071,4.1655916249807285
0.24412469320730978,4.052115653403617
0.7386638173985101,4.711468486725144
0.587829629607392,7.1978688159002235
0.11800850433966081,4.069132080162479
0.4111276236519543,4.2087549087104055
0.24789492059416984,4.832060307488075
0.7883900425494288,6.1429799687182935
0.40320190948370294,6.265948507029924
0.9091718494103816,6.156833825489172
0.7171493713569667,7.923288555361044
0.9979351698485536,8.282830295668898
0.3568958225367075,4.453203275059576
0.02515644061626021,4.56508477035124
0.3339833178368171,5.076222715617073
0.4591307798842639,5.437990098575783
0.795483391324653,5.573241414245298
0.20320821666399724,6.85713313949897
0.5118737172760541,4.548147302103294
0.4014597956582697,5.02720021854194
0.2725663541486393,5.616381569841214
0.302431346113723,5.6669955582627765
0.9431325179306929,6.033879574727555
0.13600384351243455,3.003269027921137
0.7985859596943424,4.637229510538119
0.9767536310428987,8.03885815149001
0.6258695520926022,7.938111408045346
0.6166359015256562,6.180285942230986
0.02987825055176374,3.9056711021592245
0.4487787093333703,5.84839188390597
0.7299648971557587,5.427394693080962
0.5889772508156056,7.546782317746231
0.34832750642655463,5.060504027338351
0.1701407593648836,4.767603056031759
0.9161472981327096,5.584800732195106
0.25213637148017454,3.237617171664727
0.3010645513833182,4.870065800796241
0.09480004669025344,5.621281075019435
0.011668848414150834,3.805489902975757
0.8952519782942789,5.0724753717102775
0.7386735238909482,7.556526467019205
0.9333472203224121,7.406828004074545
0.9347093530904819,6.052046223921939
0.5374598386998511,4.316211553169596
0.09041452058039134,3.5824497489658027
0.9873725542852956,7.474667873342227
0.6342341667723066,6.0014341775652
0.08834660888384793,6.258251769918089
0.5910570124049921,4.212984234559031
0.053928286470425135,4.356308532573409
0.9345096502457175,8.210732868007575
0.3553625804054261,4.714408892614759
0.2983700685968522,4.053993105254798
0.2800351873914869,3.821317129679125
0.8967651087881928,7.022289297852691
0.0020882640162911414,4.391720491739048
0.6376271826295319,7.725120229995067
0.8638458940643873,5.741081662116894
0.44904958256227756,4.681530100060568
0.9406560313385554,6.114708857427483
0.252695158010089,3.882558828108748
